global_x,global_y,map_member,local_x,local_y,symbol,intent,provisional_code
42,13,51,10,13,G,WALKABLE_SHORT_GRASS,0
43,13,51,11,13,G,WALKABLE_SHORT_GRASS,0
44,13,51,12,13,G,WALKABLE_SHORT_GRASS,0
45,13,51,13,13,G,WALKABLE_SHORT_GRASS,0
46,13,51,14,13,G,WALKABLE_SHORT_GRASS,0
47,13,51,15,13,G,WALKABLE_SHORT_GRASS,0
48,13,51,16,13,G,WALKABLE_SHORT_GRASS,0
49,13,51,17,13,G,WALKABLE_SHORT_GRASS,0
50,13,51,18,13,G,WALKABLE_SHORT_GRASS,0
51,13,51,19,13,G,WALKABLE_SHORT_GRASS,0
52,13,51,20,13,G,WALKABLE_SHORT_GRASS,0
53,13,51,21,13,G,WALKABLE_SHORT_GRASS,0
54,13,51,22,13,G,WALKABLE_SHORT_GRASS,0
55,13,51,23,13,G,WALKABLE_SHORT_GRASS,0
56,13,51,24,13,G,WALKABLE_SHORT_GRASS,0
57,13,51,25,13,G,WALKABLE_SHORT_GRASS,0
58,13,51,26,13,G,WALKABLE_SHORT_GRASS,0
59,13,51,27,13,G,WALKABLE_SHORT_GRASS,0
60,13,51,28,13,G,WALKABLE_SHORT_GRASS,0
61,13,51,29,13,G,WALKABLE_SHORT_GRASS,0
62,13,51,30,13,T,BLOCKED_TREE_WALL,1
63,13,51,31,13,T,BLOCKED_TREE_WALL,1
0,14,50,0,14,T,BLOCKED_TREE_WALL,1
1,14,50,1,14,T,BLOCKED_TREE_WALL,1
2,14,50,2,14,G,WALKABLE_SHORT_GRASS,0
3,14,50,3,14,G,WALKABLE_SHORT_GRASS,0
4,14,50,4,14,G,WALKABLE_SHORT_GRASS,0
5,14,50,5,14,G,WALKABLE_SHORT_GRASS,0
6,14,50,6,14,G,WALKABLE_SHORT_GRASS,0
7,14,50,7,14,G,WALKABLE_SHORT_GRASS,0
8,14,50,8,14,G,WALKABLE_SHORT_GRASS,0
9,14,50,9,14,G,WALKABLE_SHORT_GRASS,0
10,14,50,10,14,G,WALKABLE_SHORT_GRASS,0
11,14,50,11,14,G,WALKABLE_SHORT_GRASS,0
12,14,50,12,14,G,WALKABLE_SHORT_GRASS,0
13,14,50,13,14,G,WALKABLE_SHORT_GRASS,0
14,14,50,14,14,G,WALKABLE_SHORT_GRASS,0
15,14,50,15,14,G,WALKABLE_SHORT_GRASS,0
16,14,50,16,14,G,WALKABLE_SHORT_GRASS,0
17,14,50,17,14,G,WALKABLE_SHORT_GRASS,0
18,14,50,18,14,G,WALKABLE_SHORT_GRASS,0
19,14,50,19,14,W,SURF_WATER,2
20,14,50,20,14,W,SURF_WATER,2
21,14,50,21,14,W,SURF_WATER,2
22,14,50,22,14,W,SURF_WATER,2
23,14,50,23,14,W,SURF_WATER,2
24,14,50,24,14,W,SURF_WATER,2
25,14,50,25,14,W,SURF_WATER,2
26,14,50,26,14,W,SURF_WATER,2
27,14,50,27,14,P,WALKABLE_PALE_PATH,0
28,14,50,28,14,P,WALKABLE_PALE_PATH,0
29,14,50,29,14,G,WALKABLE_SHORT_GRASS,0
30,14,50,30,14,G,WALKABLE_SHORT_GRASS,0
31,14,50,31,14,G,WALKABLE_SHORT_GRASS,0
32,14,51,0,14,G,WALKABLE_SHORT_GRASS,0
33,14,51,1,14,G,WALKABLE_SHORT_GRASS,0
34,14,51,2,14,G,WALKABLE_SHORT_GRASS,0
35,14,51,3,14,P,WALKABLE_PALE_PATH,0
36,14,51,4,14,P,WALKABLE_PALE_PATH,0
37,14,51,5,14,W,SURF_WATER,2
38,14,51,6,14,W,SURF_WATER,2
39,14,51,7,14,W,SURF_WATER,2
40,14,51,8,14,W,SURF_WATER,2
41,14,51,9,14,W,SURF_WATER,2
42,14,51,10,14,W,SURF_WATER,2
43,14,51,11,14,W,SURF_WATER,2
44,14,51,12,14,W,SURF_WATER,2
45,14,51,13,14,G,WALKABLE_SHORT_GRASS,0
46,14,51,14,14,G,WALKABLE_SHORT_GRASS,0
47,14,51,15,14,G,WALKABLE_SHORT_GRASS,0
48,14,51,16,14,G,WALKABLE_SHORT_GRASS,0
49,14,51,17,14,G,WALKABLE_SHORT_GRASS,0
50,14,51,18,14,G,WALKABLE_SHORT_GRASS,0
51,14,51,19,14,G,WALKABLE_SHORT_GRASS,0
52,14,51,20,14,G,WALKABLE_SHORT_GRASS,0
53,14,51,21,14,G,WALKABLE_SHORT_GRASS,0
54,14,51,22,14,G,WALKABLE_SHORT_GRASS,0
55,14,51,23,14,G,WALKABLE_SHORT_GRASS,0
56,14,51,24,14,G,WALKABLE_SHORT_GRASS,0
57,14,51,25,14,G,WALKABLE_SHORT_GRASS,0
58,14,51,26,14,G,WALKABLE_SHORT_GRASS,0
59,14,51,27,14,G,WALKABLE_SHORT_GRASS,0
60,14,51,28,14,G,WALKABLE_SHORT_GRASS,0
61,14,51,29,14,G,WALKABLE_SHORT_GRASS,0
62,14,51,30,14,T,BLOCKED_TREE_WALL,1
63,14,51,31,14,T,BLOCKED_TREE_WALL,1
0,15,50,0,15,T,BLOCKED_TREE_WALL,1
1,15,50,1,15,T,BLOCKED_TREE_WALL,1
2,15,50,2,15,G,WALKABLE_SHORT_GRASS,0
3,15,50,3,15,G,WALKABLE_SHORT_GRASS,0
4,15,50,4,15,G,WALKABLE_SHORT_GRASS,0
5,15,50,5,15,G,WALKABLE_SHORT_GRASS,0
6,15,50,6,15,G,WALKABLE_SHORT_GRASS,0
7,15,50,7,15,G,WALKABLE_SHORT_GRASS,0
8,15,50,8,15,G,WALKABLE_SHORT_GRASS,0
9,15,50,9,15,G,WALKABLE_SHORT_GRASS,0
10,15,50,10,15,G,WALKABLE_SHORT_GRASS,0
11,15,50,11,15,G,WALKABLE_SHORT_GRASS,0
12,15,50,12,15,G,WALKABLE_SHORT_GRASS,0
13,15,50,13,15,G,WALKABLE_SHORT_GRASS,0
14,15,50,14,15,G,WALKABLE_SHORT_GRASS,0
15,15,50,15,15,G,WALKABLE_SHORT_GRASS,0
16,15,50,16,15,G,WALKABLE_SHORT_GRASS,0
17,15,50,17,15,G,WALKABLE_SHORT_GRASS,0
18,15,50,18,15,G,WALKABLE_SHORT_GRASS,0
19,15,50,19,15,W,SURF_WATER,2
20,15,50,20,15,W,SURF_WATER,2
21,15,50,21,15,W,SURF_WATER,2
22,15,50,22,15,W,SURF_WATER,2
23,15,50,23,15,W,SURF_WATER,2
24,15,50,24,15,W,SURF_WATER,2
25,15,50,25,15,W,SURF_WATER,2
26,15,50,26,15,W,SURF_WATER,2
27,15,50,27,15,P,WALKABLE_PALE_PATH,0
28,15,50,28,15,P,WALKABLE_PALE_PATH,0
29,15,50,29,15,G,WALKABLE_SHORT_GRASS,0
30,15,50,30,15,G,WALKABLE_SHORT_GRASS,0
31,15,50,31,15,R,BLOCKED_SHRINE_PLINTH,1
32,15,51,0,15,R,BLOCKED_SHRINE_PLINTH,1
33,15,51,1,15,G,WALKABLE_SHORT_GRASS,0
34,15,51,2,15,G,WALKABLE_SHORT_GRASS,0
35,15,51,3,15,P,WALKABLE_PALE_PATH,0
36,15,51,4,15,P,WALKABLE_PALE_PATH,0
37,15,51,5,15,W,SURF_WATER,2
38,15,51,6,15,W,SURF_WATER,2
39,15,51,7,15,W,SURF_WATER,2
40,15,51,8,15,W,SURF_WATER,2
41,15,51,9,15,W,SURF_WATER,2
42,15,51,10,15,W,SURF_WATER,2
43,15,51,11,15,W,SURF_WATER,2
44,15,51,12,15,W,SURF_WATER,2
45,15,51,13,15,G,WALKABLE_SHORT_GRASS,0
46,15,51,14,15,G,WALKABLE_SHORT_GRASS,0
47,15,51,15,15,G,WALKABLE_SHORT_GRASS,0
48,15,51,16,15,G,WALKABLE_SHORT_GRASS,0
49,15,51,17,15,G,WALKABLE_SHORT_GRASS,0
50,15,51,18,15,G,WALKABLE_SHORT_GRASS,0
51,15,51,19,15,G,WALKABLE_SHORT_GRASS,0
52,15,51,20,15,G,WALKABLE_SHORT_GRASS,0
53,15,51,21,15,G,WALKABLE_SHORT_GRASS,0
54,15,51,22,15,G,WALKABLE_SHORT_GRASS,0
55,15,51,23,15,G,WALKABLE_SHORT_GRASS,0
56,15,51,24,15,G,WALKABLE_SHORT_GRASS,0
57,15,51,25,15,G,WALKABLE_SHORT_GRASS,0
58,15,51,26,15,G,WALKABLE_SHORT_GRASS,0
59,15,51,27,15,G,WALKABLE_SHORT_GRASS,0
60,15,51,28,15,G,WALKABLE_SHORT_GRASS,0
61,15,51,29,15,G,WALKABLE_SHORT_GRASS,0
62,15,51,30,15,T,BLOCKED_TREE_WALL,1
63,15,51,31,15,T,BLOCKED_TREE_WALL,1
0,16,50,0,16,T,BLOCKED_TREE_WALL,1
1,16,50,1,16,T,BLOCKED_TREE_WALL,1
2,16,50,2,16,G,WALKABLE_SHORT_GRASS,0
3,16,50,3,16,G,WALKABLE_SHORT_GRASS,0
4,16,50,4,16,G,WALKABLE_SHORT_GRASS,0
5,16,50,5,16,G,WALKABLE_SHORT_GRASS,0
6,16,50,6,16,G,WALKABLE_SHORT_GRASS,0
7,16,50,7,16,G,WALKABLE_SHORT_GRASS,0
8,16,50,8,16,G,WALKABLE_SHORT_GRASS,0
9,16,50,9,16,G,WALKABLE_SHORT_GRASS,0
10,16,50,10,16,G,WALKABLE_SHORT_GRASS,0
11,16,50,11,16,G,WALKABLE_SHORT_GRASS,0
12,16,50,12,16,G,WALKABLE_SHORT_GRASS,0
13,16,50,13,16,G,WALKABLE_SHORT_GRASS,0
14,16,50,14,16,G,WALKABLE_SHORT_GRASS,0
15,16,50,15,16,G,WALKABLE_SHORT_GRASS,0
16,16,50,16,16,G,WALKABLE_SHORT_GRASS,0
17,16,50,17,16,G,WALKABLE_SHORT_GRASS,0
18,16,50,18,16,G,WALKABLE_SHORT_GRASS,0
19,16,50,19,16,W,SURF_WATER,2
20,16,50,20,16,W,SURF_WATER,2
21,16,50,21,16,W,SURF_WATER,2
22,16,50,22,16,W,SURF_WATER,2
23,16,50,23,16,W,SURF_WATER,2
24,16,50,24,16,W,SURF_WATER,2
25,16,50,25,16,W,SURF_WATER,2
26,16,50,26,16,W,SURF_WATER,2
27,16,50,27,16,P,WALKABLE_PALE_PATH,0
28,16,50,28,16,P,WALKABLE_PALE_PATH,0
29,16,50,29,16,G,WALKABLE_SHORT_GRASS,0
30,16,50,30,16,G,WALKABLE_SHORT_GRASS,0
31,16,50,31,16,R,BLOCKED_SHRINE_PLINTH,1
32,16,51,0,16,R,BLOCKED_SHRINE_PLINTH,1
33,16,51,1,16,G,WALKABLE_SHORT_GRASS,0
34,16,51,2,16,G,WALKABLE_SHORT_GRASS,0
35,16,51,3,16,P,WALKABLE_PALE_PATH,0
36,16,51,4,16,P,WALKABLE_PALE_PATH,0
37,16,51,5,16,W,SURF_WATER,2
38,16,51,6,16,W,SURF_WATER,2
39,16,51,7,16,W,SURF_WATER,2
40,16,51,8,16,W,SURF_WATER,2
41,16,51,9,16,W,SURF_WATER,2
42,16,51,10,16,W,SURF_WATER,2
43,16,51,11,16,W,SURF_WATER,2
44,16,51,12,16,W,SURF_WATER,2
45,16,51,13,16,G,WALKABLE_SHORT_GRASS,0
46,16,51,14,16,G,WALKABLE_SHORT_GRASS,0
47,16,51,15,16,G,WALKABLE_SHORT_GRASS,0
48,16,51,16,16,G,WALKABLE_SHORT_GRASS,0
49,16,51,17,16,G,WALKABLE_SHORT_GRASS,0
50,16,51,18,16,G,WALKABLE_SHORT_GRASS,0
51,16,51,19,16,G,WALKABLE_SHORT_GRASS,0
52,16,51,20,16,G,WALKABLE_SHORT_GRASS,0
53,16,51,21,16,G,WALKABLE_SHORT_GRASS,0
54,16,51,22,16,G,WALKABLE_SHORT_GRASS,0
55,16,51,23,16,G,WALKABLE_SHORT_GRASS,0
56,16,51,24,16,G,WALKABLE_SHORT_GRASS,0
57,16,51,25,16,G,WALKABLE_SHORT_GRASS,0
58,16,51,26,16,G,WALKABLE_SHORT_GRASS,0
59,16,51,27,16,G,WALKABLE_SHORT_GRASS,0
60,16,51,28,16,G,WALKABLE_SHORT_GRASS,0
61,16,51,29,16,G,WALKABLE_SHORT_GRASS,0
62,16,51,30,16,T,BLOCKED_TREE_WALL,1
63,16,51,31,16,T,BLOCKED_TREE_WALL,1
0,17,50,0,17,T,BLOCKED_TREE_WALL,1
1,17,50,1,17,T,BLOCKED_TREE_WALL,1
2,17,50,2,17,P,WALKABLE_PALE_PATH,0
3,17,50,3,17,P,WALKABLE_PALE_PATH,0
4,17,50,4,17,P,WALKABLE_PALE_PATH,0
5,17,50,5,17,P,WALKABLE_PALE_PATH,0
6,17,50,6,17,P,WALKABLE_PALE_PATH,0
7,17,50,7,17,P,WALKABLE_PALE_PATH,0
8,17,50,8,17,P,WALKABLE_PALE_PATH,0
9,17,50,9,17,P,WALKABLE_PALE_PATH,0
10,17,50,10,17,P,WALKABLE_PALE_PATH,0
11,17,50,11,17,P,WALKABLE_PALE_PATH,0
12,17,50,12,17,P,WALKABLE_PALE_PATH,0
13,17,50,13,17,P,WALKABLE_PALE_PATH,0
14,17,50,14,17,P,WALKABLE_PALE_PATH,0
15,17,50,15,17,P,WALKABLE_PALE_PATH,0
16,17,50,16,17,P,WALKABLE_PALE_PATH,0
17,17,50,17,17,P,WALKABLE_PALE_PATH,0
18,17,50,18,17,P,WALKABLE_PALE_PATH,0
19,17,50,19,17,P,WALKABLE_PALE_PATH,0
20,17,50,20,17,P,WALKABLE_PALE_PATH,0
21,17,50,21,17,P,WALKABLE_PALE_PATH,0
22,17,50,22,17,P,WALKABLE_PALE_PATH,0
23,17,50,23,17,P,WALKABLE_PALE_PATH,0
24,17,50,24,17,P,WALKABLE_PALE_PATH,0
25,17,50,25,17,G,WALKABLE_SHORT_GRASS,0
26,17,50,26,17,G,WALKABLE_SHORT_GRASS,0
27,17,50,27,17,P,WALKABLE_PALE_PATH,0
28,17,50,28,17,P,WALKABLE_PALE_PATH,0
29,17,50,29,17,G,WALKABLE_SHORT_GRASS,0
30,17,50,30,17,G,WALKABLE_SHORT_GRASS,0
31,17,50,31,17,G,WALKABLE_SHORT_GRASS,0
32,17,51,0,17,G,WALKABLE_SHORT_GRASS,0
33,17,51,1,17,G,WALKABLE_SHORT_GRASS,0
34,17,51,2,17,G,WALKABLE_SHORT_GRASS,0
35,17,51,3,17,P,WALKABLE_PALE_PATH,0
36,17,51,4,17,P,WALKABLE_PALE_PATH,0
37,17,51,5,17,G,WALKABLE_SHORT_GRASS,0
38,17,51,6,17,G,WALKABLE_SHORT_GRASS,0
39,17,51,7,17,G,WALKABLE_SHORT_GRASS,0
40,17,51,8,17,G,WALKABLE_SHORT_GRASS,0
41,17,51,9,17,G,WALKABLE_SHORT_GRASS,0
42,17,51,10,17,G,WALKABLE_SHORT_GRASS,0
43,17,51,11,17,G,WALKABLE_SHORT_GRASS,0
44,17,51,12,17,G,WALKABLE_SHORT_GRASS,0
45,17,51,13,17,G,WALKABLE_SHORT_GRASS,0
46,17,51,14,17,G,WALKABLE_SHORT_GRASS,0
47,17,51,15,17,G,WALKABLE_SHORT_GRASS,0
48,17,51,16,17,G,WALKABLE_SHORT_GRASS,0
49,17,51,17,17,G,WALKABLE_SHORT_GRASS,0
50,17,51,18,17,G,WALKABLE_SHORT_GRASS,0
51,17,51,19,17,G,WALKABLE_SHORT_GRASS,0
52,17,51,20,17,G,WALKABLE_SHORT_GRASS,0
53,17,51,21,17,G,WALKABLE_SHORT_GRASS,0
54,17,51,22,17,G,WALKABLE_SHORT_GRASS,0
55,17,51,23,17,G,WALKABLE_SHORT_GRASS,0
56,17,51,24,17,G,WALKABLE_SHORT_GRASS,0
57,17,51,25,17,G,WALKABLE_SHORT_GRASS,0
58,17,51,26,17,G,WALKABLE_SHORT_GRASS,0
59,17,51,27,17,G,WALKABLE_SHORT_GRASS,0
60,17,51,28,17,G,WALKABLE_SHORT_GRASS,0
61,17,51,29,17,G,WALKABLE_SHORT_GRASS,0
62,17,51,30,17,T,BLOCKED_TREE_WALL,1
63,17,51,31,17,T,BLOCKED_TREE_WALL,1
0,18,50,0,18,T,BLOCKED_TREE_WALL,1
1,18,50,1,18,T,BLOCKED_TREE_WALL,1
2,18,50,2,18,P,WALKABLE_PALE_PATH,0
3,18,50,3,18,P,WALKABLE_PALE_PATH,0
4,18,50,4,18,P,WALKABLE_PALE_PATH,0
5,18,50,5,18,P,WALKABLE_PALE_PATH,0
6,18,50,6,18,P,WALKABLE_PALE_PATH,0
7,18,50,7,18,P,WALKABLE_PALE_PATH,0
8,18,50,8,18,P,WALKABLE_PALE_PATH,0
9,18,50,9,18,P,WALKABLE_PALE_PATH,0
10,18,50,10,18,P,WALKABLE_PALE_PATH,0
11,18,50,11,18,P,WALKABLE_PALE_PATH,0
12,18,50,12,18,P,WALKABLE_PALE_PATH,0
13,18,50,13,18,P,WALKABLE_PALE_PATH,0
14,18,50,14,18,P,WALKABLE_PALE_PATH,0
15,18,50,15,18,P,WALKABLE_PALE_PATH,0
16,18,50,16,18,P,WALKABLE_PALE_PATH,0
17,18,50,17,18,P,WALKABLE_PALE_PATH,0
18,18,50,18,18,P,WALKABLE_PALE_PATH,0
19,18,50,19,18,P,WALKABLE_PALE_PATH,0
20,18,50,20,18,P,WALKABLE_PALE_PATH,0
21,18,50,21,18,P,WALKABLE_PALE_PATH,0
22,18,50,22,18,P,WALKABLE_PALE_PATH,0
23,18,50,23,18,P,WALKABLE_PALE_PATH,0
24,18,50,24,18,P,WALKABLE_PALE_PATH,0
25,18,50,25,18,P,WALKABLE_PALE_PATH,0
26,18,50,26,18,P,WALKABLE_PALE_PATH,0
27,18,50,27,18,P,WALKABLE_PALE_PATH,0
28,18,50,28,18,P,WALKABLE_PALE_PATH,0
29,18,50,29,18,P,WALKABLE_PALE_PATH,0
30,18,50,30,18,P,WALKABLE_PALE_PATH,0
31,18,50,31,18,P,WALKABLE_PALE_PATH,0
32,18,51,0,18,P,WALKABLE_PALE_PATH,0
33,18,51,1,18,P,WALKABLE_PALE_PATH,0
34,18,51,2,18,P,WALKABLE_PALE_PATH,0
35,18,51,3,18,P,WALKABLE_PALE_PATH,0
36,18,51,4,18,P,WALKABLE_PALE_PATH,0
37,18,51,5,18,P,WALKABLE_PALE_PATH,0
38,18,51,6,18,P,WALKABLE_PALE_PATH,0
39,18,51,7,18,P,WALKABLE_PALE_PATH,0
40,18,51,8,18,P,WALKABLE_PALE_PATH,0
41,18,51,9,18,G,WALKABLE_SHORT_GRASS,0
42,18,51,10,18,G,WALKABLE_SHORT_GRASS,0
43,18,51,11,18,G,WALKABLE_SHORT_GRASS,0
44,18,51,12,18,G,WALKABLE_SHORT_GRASS,0
45,18,51,13,18,G,WALKABLE_SHORT_GRASS,0
46,18,51,14,18,G,WALKABLE_SHORT_GRASS,0
47,18,51,15,18,G,WALKABLE_SHORT_GRASS,0
48,18,51,16,18,G,WALKABLE_SHORT_GRASS,0
49,18,51,17,18,G,WALKABLE_SHORT_GRASS,0
50,18,51,18,18,G,WALKABLE_SHORT_GRASS,0
51,18,51,19,18,G,WALKABLE_SHORT_GRASS,0
52,18,51,20,18,G,WALKABLE_SHORT_GRASS,0
53,18,51,21,18,G,WALKABLE_SHORT_GRASS,0
54,18,51,22,18,G,WALKABLE_SHORT_GRASS,0
55,18,51,23,18,G,WALKABLE_SHORT_GRASS,0
56,18,51,24,18,G,WALKABLE_SHORT_GRASS,0
57,18,51,25,18,G,WALKABLE_SHORT_GRASS,0
58,18,51,26,18,G,WALKABLE_SHORT_GRASS,0
59,18,51,27,18,G,WALKABLE_SHORT_GRASS,0
60,18,51,28,18,G,WALKABLE_SHORT_GRASS,0
61,18,51,29,18,G,WALKABLE_SHORT_GRASS,0
62,18,51,30,18,T,BLOCKED_TREE_WALL,1
63,18,51,31,18,T,BLOCKED_TREE_WALL,1
0,19,50,0,19,T,BLOCKED_TREE_WALL,1
1,19,50,1,19,T,BLOCKED_TREE_WALL,1
2,19,50,2,19,P,WALKABLE_PALE_PATH,0
3,19,50,3,19,P,WALKABLE_PALE_PATH,0
4,19,50,4,19,P,WALKABLE_PALE_PATH,0
5,19,50,5,19,P,WALKABLE_PALE_PATH,0
6,19,50,6,19,P,WALKABLE_PALE_PATH,0
7,19,50,7,19,P,WALKABLE_PALE_PATH,0
8,19,50,8,19,P,WALKABLE_PALE_PATH,0
9,19,50,9,19,P,WALKABLE_PALE_PATH,0
10,19,50,10,19,P,WALKABLE_PALE_PATH,0
11,19,50,11,19,P,WALKABLE_PALE_PATH,0
12,19,50,12,19,P,WALKABLE_PALE_PATH,0
13,19,50,13,19,P,WALKABLE_PALE_PATH,0
14,19,50,14,19,P,WALKABLE_PALE_PATH,0
15,19,50,15,19,P,WALKABLE_PALE_PATH,0
16,19,50,16,19,P,WALKABLE_PALE_PATH,0
17,19,50,17,19,P,WALKABLE_PALE_PATH,0
18,19,50,18,19,P,WALKABLE_PALE_PATH,0
19,19,50,19,19,P,WALKABLE_PALE_PATH,0
20,19,50,20,19,P,WALKABLE_PALE_PATH,0
21,19,50,21,19,P,WALKABLE_PALE_PATH,0
22,19,50,22,19,P,WALKABLE_PALE_PATH,0
23,19,50,23,19,P,WALKABLE_PALE_PATH,0
24,19,50,24,19,P,WALKABLE_PALE_PATH,0
25,19,50,25,19,P,WALKABLE_PALE_PATH,0
26,19,50,26,19,P,WALKABLE_PALE_PATH,0
27,19,50,27,19,P,WALKABLE_PALE_PATH,0
28,19,50,28,19,P,WALKABLE_PALE_PATH,0
29,19,50,29,19,P,WALKABLE_PALE_PATH,0
30,19,50,30,19,P,WALKABLE_PALE_PATH,0
31,19,50,31,19,P,WALKABLE_PALE_PATH,0
32,19,51,0,19,P,WALKABLE_PALE_PATH,0
33,19,51,1,19,P,WALKABLE_PALE_PATH,0
34,19,51,2,19,P,WALKABLE_PALE_PATH,0
35,19,51,3,19,P,WALKABLE_PALE_PATH,0
36,19,51,4,19,P,WALKABLE_PALE_PATH,0
37,19,51,5,19,P,WALKABLE_PALE_PATH,0
38,19,51,6,19,P,WALKABLE_PALE_PATH,0
39,19,51,7,19,P,WALKABLE_PALE_PATH,0
40,19,51,8,19,P,WALKABLE_PALE_PATH,0
41,19,51,9,19,G,WALKABLE_SHORT_GRASS,0
42,19,51,10,19,G,WALKABLE_SHORT_GRASS,0
43,19,51,11,19,G,WALKABLE_SHORT_GRASS,0
44,19,51,12,19,G,WALKABLE_SHORT_GRASS,0
45,19,51,13,19,G,WALKABLE_SHORT_GRASS,0
46,19,51,14,19,G,WALKABLE_SHORT_GRASS,0
47,19,51,15,19,G,WALKABLE_SHORT_GRASS,0
48,19,51,16,19,G,WALKABLE_SHORT_GRASS,0
49,19,51,17,19,G,WALKABLE_SHORT_GRASS,0
50,19,51,18,19,G,WALKABLE_SHORT_GRASS,0
51,19,51,19,19,G,WALKABLE_SHORT_GRASS,0
52,19,51,20,19,G,WALKABLE_SHORT_GRASS,0
53,19,51,21,19,G,WALKABLE_SHORT_GRASS,0
54,19,51,22,19,G,WALKABLE_SHORT_GRASS,0
55,19,51,23,19,G,WALKABLE_SHORT_GRASS,0
56,19,51,24,19,G,WALKABLE_SHORT_GRASS,0
57,19,51,25,19,G,WALKABLE_SHORT_GRASS,0
58,19,51,26,19,G,WALKABLE_SHORT_GRASS,0
59,19,51,27,19,G,WALKABLE_SHORT_GRASS,0
60,19,51,28,19,G,WALKABLE_SHORT_GRASS,0
61,19,51,29,19,G,WALKABLE_SHORT_GRASS,0
62,19,51,30,19,T,BLOCKED_TREE_WALL,1
63,19,51,31,19,T,BLOCKED_TREE_WALL,1
0,20,50,0,20,T,BLOCKED_TREE_WALL,1
1,20,50,1,20,T,BLOCKED_TREE_WALL,1
2,20,50,2,20,P,WALKABLE_PALE_PATH,0
3,20,50,3,20,P,WALKABLE_PALE_PATH,0
4,20,50,4,20,P,WALKABLE_PALE_PATH,0
5,20,50,5,20,P,WALKABLE_PALE_PATH,0
6,20,50,6,20,P,WALKABLE_PALE_PATH,0
7,20,50,7,20,P,WALKABLE_PALE_PATH,0
8,20,50,8,20,P,WALKABLE_PALE_PATH,0
9,20,50,9,20,P,WALKABLE_PALE_PATH,0
10,20,50,10,20,P,WALKABLE_PALE_PATH,0
11,20,50,11,20,P,WALKABLE_PALE_PATH,0
12,20,50,12,20,P,WALKABLE_PALE_PATH,0
13,20,50,13,20,P,WALKABLE_PALE_PATH,0
14,20,50,14,20,P,WALKABLE_PALE_PATH,0
15,20,50,15,20,P,WALKABLE_PALE_PATH,0
16,20,50,16,20,P,WALKABLE_PALE_PATH,0
17,20,50,17,20,P,WALKABLE_PALE_PATH,0
18,20,50,18,20,P,WALKABLE_PALE_PATH,0
19,20,50,19,20,P,WALKABLE_PALE_PATH,0
20,20,50,20,20,P,WALKABLE_PALE_PATH,0
21,20,50,21,20,P,WALKABLE_PALE_PATH,0
22,20,50,22,20,P,WALKABLE_PALE_PATH,0
23,20,50,23,20,P,WALKABLE_PALE_PATH,0
24,20,50,24,20,P,WALKABLE_PALE_PATH,0
25,20,50,25,20,P,WALKABLE_PALE_PATH,0
26,20,50,26,20,P,WALKABLE_PALE_PATH,0
27,20,50,27,20,P,WALKABLE_PALE_PATH,0
28,20,50,28,20,P,WALKABLE_PALE_PATH,0
29,20,50,29,20,P,WALKABLE_PALE_PATH,0
30,20,50,30,20,P,WALKABLE_PALE_PATH,0
31,20,50,31,20,P,WALKABLE_PALE_PATH,0
32,20,51,0,20,P,WALKABLE_PALE_PATH,0
33,20,51,1,20,P,WALKABLE_PALE_PATH,0
34,20,51,2,20,P,WALKABLE_PALE_PATH,0
35,20,51,3,20,P,WALKABLE_PALE_PATH,0
36,20,51,4,20,P,WALKABLE_PALE_PATH,0
37,20,51,5,20,P,WALKABLE_PALE_PATH,0
38,20,51,6,20,P,WALKABLE_PALE_PATH,0
39,20,51,7,20,P,WALKABLE_PALE_PATH,0
40,20,51,8,20,P,WALKABLE_PALE_PATH,0
41,20,51,9,20,W,SURF_WATER,2
42,20,51,10,20,W,SURF_WATER,2
43,20,51,11,20,W,SURF_WATER,2
44,20,51,12,20,W,SURF_WATER,2
45,20,51,13,20,G,WALKABLE_SHORT_GRASS,0
46,20,51,14,20,G,WALKABLE_SHORT_GRASS,0
47,20,51,15,20,G,WALKABLE_SHORT_GRASS,0
48,20,51,16,20,G,WALKABLE_SHORT_GRASS,0
49,20,51,17,20,G,WALKABLE_SHORT_GRASS,0
50,20,51,18,20,G,WALKABLE_SHORT_GRASS,0
51,20,51,19,20,G,WALKABLE_SHORT_GRASS,0
52,20,51,20,20,G,WALKABLE_SHORT_GRASS,0
53,20,51,21,20,G,WALKABLE_SHORT_GRASS,0
54,20,51,22,20,G,WALKABLE_SHORT_GRASS,0
55,20,51,23,20,G,WALKABLE_SHORT_GRASS,0
56,20,51,24,20,G,WALKABLE_SHORT_GRASS,0
57,20,51,25,20,G,WALKABLE_SHORT_GRASS,0
58,20,51,26,20,G,WALKABLE_SHORT_GRASS,0
59,20,51,27,20,G,WALKABLE_SHORT_GRASS,0
60,20,51,28,20,G,WALKABLE_SHORT_GRASS,0
61,20,51,29,20,G,WALKABLE_SHORT_GRASS,0
62,20,51,30,20,T,BLOCKED_TREE_WALL,1
63,20,51,31,20,T,BLOCKED_TREE_WALL,1
0,21,50,0,21,T,BLOCKED_TREE_WALL,1
1,21,50,1,21,T,BLOCKED_TREE_WALL,1
2,21,50,2,21,G,WALKABLE_SHORT_GRASS,0
3,21,50,3,21,G,WALKABLE_SHORT_GRASS,0
4,21,50,4,21,G,WALKABLE_SHORT_GRASS,0
5,21,50,5,21,G,WALKABLE_SHORT_GRASS,0
6,21,50,6,21,G,WALKABLE_SHORT_GRASS,0
